name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Prova Systems,Automotive|Diagnostics|Fleet Management|Gps|Software|Wireless,135000,operating,USA,PA,Scranton,Carbondale,3,2010-06-15,2011-01-01,2012-10-03
Provade,Enterprise Software,18384392,acquired,USA,CA,SF Bay Area,San Mateo,5,2004-01-01,2006-01-23,2010-08-11
Provasculon,Health Care,6000000,operating,USA,MA,Boston,Cambridge,1,,2008-03-24,2008-03-24
Proveca,Pharmaceuticals,827866,operating,GBR,H2,GBR - Other,Halton,1,2010-01-01,2014-09-02,2014-09-02
PROVECTUS PHARMACEUTICALS,Biotechnology,10592426,operating,USA,TN,Knoxville,Knoxville,3,2002-01-01,2009-06-30,2014-04-17
Proven,Human Resources|Recruiting|SaaS|Small and Medium Businesses,4786453,operating,,,,,6,2009-09-25,2010-05-01,2015-07-10
Provenance,SaaS,266192,operating,GBR,H9,London,London,2,2014-01-01,2013-12-01,2014-03-01
Provenance Biopharmaceuticals,Biotechnology,8000000,operating,USA,MA,Boston,Waltham,1,,2011-12-22,2011-12-22
Provender,Agriculture|B2B|Information Technology|Marketplaces|Services|Software,1418000,operating,CAN,QC,Montreal,Montréal,5,2013-04-15,2013-04-15,2015-06-04
"ProvenProspects, Inc.",Finance|FinTech,164000,operating,USA,CA,Los Angeles,Los Angeles,2,2007-01-07,2007-04-01,2010-03-01
PROVENTIX SYSTEMS,Biotechnology,5371254,operating,USA,AL,Birmingham,Birmingham,6,2007-01-01,2009-04-15,2014-03-20
Prover Technology,Security,-,operating,,,,,2,,2000-06-26,2008-05-06
PROVERDE LABORATORIES,Consulting|Medical|Services,640000,operating,USA,MA,Boston,Milford,1,,2015-03-30,2015-03-30
Proversity,Education|Internet|Recruiting,1693537,operating,GBR,H9,London,London,3,,2014-04-01,2015-12-04
Provesica,Biotechnology,6179090,operating,GBR,C3,London,Cambridge,1,2010-01-01,2010-12-20,2010-12-20
Provia Laboratories,Biotechnology|Health Care|Medical|Pharmaceuticals,325000,operating,USA,MA,Boston,Lexington,1,2009-01-01,2014-12-15,2014-12-15
Providajob,Social Media,-,operating,GBR,H9,London,London,1,2013-03-12,2013-04-01,2013-04-01
Providence Medical Technology,Medical Devices,18800000,operating,USA,CA,SF Bay Area,Lafayette,2,2008-01-01,2014-03-31,2015-08-26
Providence Surgery Centers,Health and Wellness,2719425,operating,USA,AK,Anchorage,Anchorage,4,2005-01-01,2010-09-01,2015-08-21
Surgery Center at Tanasbourne,Health and Wellness,1024726,operating,USA,OR,"Portland, Oregon",Hillsboro,2,,2010-06-10,2014-02-05
Providence Therapy,Biotechnology,25000,operating,USA,AL,Birmingham,Trussville,1,,2012-07-02,2012-07-02
ProviderTrust,Software,1796636,operating,USA,TN,Nashville,Nashville,2,2010-07-02,2010-07-02,2012-04-02
Provigent,Semiconductors,40000000,acquired,USA,CA,SF Bay Area,Santa Clara,4,2000-01-01,2004-09-21,2008-12-29
Provina Inc.,,4000000,operating,,,,,1,,2007-04-30,2007-04-30
ProVision Communications,Hardware + Software,3164252.71049446,closed,GBR,B7,Bristol,Bristol,2,,2008-01-23,2010-02-10
Provision Diagnostic Imaging,Biotechnology,1736410,operating,USA,TN,Knoxville,Knoxville,1,,2015-03-11,2015-03-11
Provision Interactive Technologies,Software,-,operating,USA,CA,Los Angeles,Chatsworth,1,,2009-12-09,2009-12-09
proVITAL,Health Care,-,operating,USA,CA,SF Bay Area,Menlo Park,1,,2012-07-13,2012-07-13
Provive,,-,operating,,,,,1,,2011-11-01,2011-11-01
Provivi,Biotechnology,8471104,operating,USA,CA,Los Angeles,Santa Monica,2,2013-01-01,2015-03-13,2015-09-03
ProVox Technologies,Health Care,6300000,operating,USA,VA,Roanoke,Roanoke,2,,2003-01-10,2006-08-31
Provus Lab,Software,46016,operating,KOR,11,Seoul,Seoul,3,2013-03-05,2013-02-28,2013-10-21
Proxce,Android|Apps|Internet|Mobile,25000,operating,USA,CA,SF Bay Area,Sunnyvale,1,2014-01-01,2014-09-23,2014-09-23
Proxeon,Biotechnology,2410000,acquired,DNK,21,Odense,Odense,1,,2009-02-02,2009-02-02
Proxi,Games,250000,operating,USA,OK,Tulsa,Mcalester,1,,2014-10-01,2014-10-01
Proxibid,Art|Auctions|Bridging Online and Offline|Construction|E-Commerce|Electronics|Industrial|Marketplaces|Online Auctions|Online Shopping|Real Estate|Software|Video Streaming,-,operating,USA,NE,Omaha,Omaha,1,2001-07-01,2015-08-17,2015-08-17
Proxible,Apps|Sensors|Technology,19299,operating,NLD,6,Eindhoven,Eindhoven,1,2013-01-01,2013-11-11,2013-11-11
Proxilliant,Services|Video Streaming|VoIP,2517422.66267795,operating,,,,,1,,2005-05-25,2005-05-25
Proxim Wireless,Mobile,11000000,operating,USA,CA,SF Bay Area,Milpitas,2,,2009-08-13,2011-04-08
Proxima Cancion,Music,40000,operating,CHL,12,Santiago,Santiago,1,,2013-12-10,2013-12-10
Proxima Therapeutics,Health Care|Health Diagnostics|Medical,31000000,acquired,USA,GA,Atlanta,Alpharetta,2,,2001-02-02,2002-08-17
Proximagen,Biotechnology,96500000,operating,GBR,H9,London,London,2,,2009-06-05,2011-09-29
Proximal Data,Intelligent Systems|Software|Storage,7999996,acquired,USA,CA,San Diego,San Diego,4,2011-01-01,2012-10-24,2013-04-26
Proximare Health,Health Care,-,operating,,,,,1,,2015-03-09,2015-03-09
Proximex,Software,1392000,acquired,USA,CA,SF Bay Area,Sunnyvale,1,2004-01-01,2010-01-29,2010-01-29
Proximiant,Advertising|Consumers|Mobile|NFC,8450972,operating,USA,CA,SF Bay Area,Sunnyvale,2,2011-03-03,2012-05-10,2013-12-20
Proximic,Advertising|Analytics,10411000,acquired,USA,CA,SF Bay Area,Menlo Park,4,2006-04-04,2006-05-05,2010-12-08
Proximus,Software,1816666,operating,USA,GA,Atlanta,Atlanta,1,2009-01-01,2011-11-14,2011-11-14
Proxino,Application Performance Monitoring|Cloud Infrastructure,-,operating,,,,,1,2011-01-01,2011-08-02,2011-08-02
Proxio,Networking|Real Estate,4000000,operating,USA,CA,SF Bay Area,San Bruno,1,2008-09-01,2013-03-12,2013-03-12
ProxiVision GmbH,Hardware + Software,3170000,operating,DEU,5,Frankfurt,Bensheim,1,,2006-10-01,2006-10-01
Proxsys,Biotechnology,-,acquired,USA,AL,Birmingham,Birmingham,1,,2007-03-12,2007-03-12
ProxToMe,Cloud Infrastructure|Distribution|Internet of Things|Mobile|Proximity Internet|Real Time,725000,operating,USA,CA,SF Bay Area,San Francisco,2,2012-06-26,2013-06-18,2014-01-13
Proxy Technologies,Software,3228023,operating,USA,VA,"Washington, D.C.",Reston,4,2003-01-01,2009-07-30,2015-07-16
PRSM Healthcare,Biotechnology,105000,closed,USA,TN,Nashville,Brentwood,2,2011-01-01,2012-05-25,2013-09-19
Prêt d’Union,Finance,52353659,operating,FRA,A8,Paris,Issy-les-moulineaux,4,2009-01-01,2010-05-01,2015-07-02
PRTI,Energy,2972369,operating,USA,NC,Raleigh,Raleigh,1,2013-01-01,2015-07-24,2015-07-24
Prudent Energy,Clean Technology,51500000,operating,USA,MD,"Washington, D.C.",Bethesda,2,2007-01-01,2010-03-02,2011-10-12
PRUSLAND SL,Advertising|Internet|Monetization|Public Relations|Social Media|Television|Video,1314175,closed,ESP,29,Madrid,Madrid,3,2010-10-14,2009-10-01,2010-07-07
PRX Control Solutions,Consulting|Finance|Fraud Detection|Governments|Health and Wellness|Insurance|Software,225000,operating,USA,FL,Miami,Miami,5,2012-02-15,,2015-10-01
Prylos,Software,1097000,closed,FRA,A8,Paris,Paris,2,,2005-12-12,2007-01-15
Prynt,Consumer Electronics|Mobile|Photography,2200000,operating,USA,CA,SF Bay Area,San Francisco,3,2014-06-14,2014-07-14,2015-04-10
Pryor Medical Devices,Medical Devices,5000000,operating,USA,CO,Denver,Arvada,1,,2015-09-23,2015-09-23
Prysm,Displays|Hardware + Software,147558930,operating,USA,CA,SF Bay Area,San Jose,3,2005-01-01,2010-01-05,2011-10-27
Pryv,Apps|Health Care Information Technology|Internet of Things|Personalization|Privacy|Quantified Self|Software|Tracking,700000,operating,CHE,23,Lausanne,Lausanne,3,2012-09-19,2012-07-01,2014-01-21
PRYYNT,Android|iOS|Monetization|Photography|Printing,2000000,operating,GBR,H9,London,London,1,2013-09-01,2015-05-26,2015-05-26
Prześwietl.pl,,-,operating,,,,,1,2014-01-01,2014-01-01,2014-01-01
PS Biotech,Biotechnology,-,operating,DEU,7,Aachen,Aachen,2,2013-01-01,2013-09-02,2014-11-25
PS DEPT.,Apps|E-Commerce|E-Commerce Platforms|Fashion|Mobile Shopping|Retail|Search|Shopping,4500000,operating,,,,,2,2011-01-01,2013-03-01,2014-08-11
PS XO,Entertainment|Event Management|Events,-,acquired,USA,CA,Los Angeles,Los Angeles,1,,2013-01-01,2013-01-01
PSA Inc,,7000000,closed,USA,CA,Los Angeles,Los Angeles,1,,1999-12-23,1999-12-23
PSafe,Software,90000000,operating,BRA,21,Rio de Janeiro,Copacabana,3,2010-01-01,2013-12-03,2015-07-09
PSC Info Group,,-,acquired,USA,PA,Philadelphia,Oaks,1,,2002-07-31,2002-07-31
PSG Construction,Manufacturing,137500,operating,USA,FL,Orlando,Winter Park,1,1987-01-01,2013-09-03,2013-09-03
PSI Services,Human Resources|Recruiting|Technology,-,operating,USA,CA,Los Angeles,Burbank,1,,2015-03-01,2015-03-01
PSI Systems,Distributors|Electronics|Services,125000,operating,USA,CO,Colorado Springs,Colorado Springs,1,,2010-07-12,2010-07-12
pSiFlow Technology,Software,665000,operating,USA,ID,Boise,Boise,2,2009-01-01,2009-10-30,2011-09-06
PsiloQuest,Publishing,7000000,closed,USA,FL,Orlando,Orlando,1,,2004-01-06,2004-01-06
Psioxus Therapeutics,Therapeutics,73360292,operating,GBR,K2,,,2,2010-01-01,2012-07-09,2015-05-19
pSivida,Biotechnology,57800000,ipo,USA,MA,Boston,Watertown,3,,2012-07-18,2014-03-13
PSKW,,-,operating,USA,NJ,Newark,Bedminster,1,2005-01-01,2015-10-08,2015-10-08
PSM International,,-,operating,HKG,,Hong Kong,Kowloon City,1,,2007-05-01,2007-05-01
PsomasFMG,Clean Technology,7000000,operating,USA,CA,Anaheim,Huntington Beach,1,2009-01-01,2013-01-10,2013-01-10
Psonar Limited,Entertainment|Music|Services,883178.013505848,closed,,,,,2,2008-06-03,2013-12-19,2014-10-10
PSS Systems,Legal,23000000,acquired,USA,CA,SF Bay Area,Mountain View,2,,2007-03-01,2008-06-15
PST Tankers,Local Businesses,83700000,operating,,,,,1,,2013-10-02,2013-10-02
PsychArmor,Health Care,1000000,operating,USA,CA,San Diego,San Diego,1,2013-01-01,2014-11-12,2014-11-12
Psychiatric Solutions,Health Care|Healthcare Services|Hospitals,25000000,acquired,USA,TN,Nashville,Franklin,1,1988-01-01,2003-01-10,2003-01-10
Psychological Service You Can Harness (P.S.Y.C.H.) Network,Psychology,-,operating,USA,NE,Omaha,Bennington,1,2015-04-01,2015-03-19,2015-03-19
PsychSignal,Consulting|Finance|Graphics,230000,operating,USA,FL,Miami,Miami Beach,2,2011-10-01,2012-04-01,2014-05-08
Psydex,News,3500000,operating,,,,,1,,2009-04-21,2009-04-21
Psykosoft,Cloud Computing|Creative|Finance|Search|Software|Video Streaming|Web Development,618000,operating,FRA,B6,FRA - Other,Tours-en-vimeu,3,2010-05-01,2011-01-25,2012-06-27
PSYLIN NEUROSCIENCES,Biotechnology,5000000,operating,USA,CA,San Diego,San Diego,1,,2009-07-29,2009-07-29
Psynova Neurotech,Biotechnology,3930701,operating,GBR,C3,London,Cambridge,1,,2006-03-16,2006-03-16
PsyQic,Games|iOS|Mobile,15000,operating,USA,NY,Syracuse,Syracuse,1,2012-02-01,2012-06-01,2012-06-01
Psytechnics,Public Relations,11600000,acquired,GBR,N5,London,Ipswich,1,,2004-05-27,2004-05-27
PT Global Tiket Network,E-Commerce|In-Flight Entertainment|Travel,1000000,operating,IDN,4,Jakarta,Jakarta,1,2011-08-13,2011-08-12,2011-08-12
PT Harapan Inti Selaras,E-Commerce|Mobile|Mobile Commerce|Mobile Payments,100000,operating,IDN,4,Jakarta,Jakarta,1,2011-08-01,2011-08-01,2011-08-01
PT PAL,Apps|Fitness|Health and Wellness|Mobile,30000,operating,USA,TX,Dallas,Dallas,1,2013-04-01,2013-08-01,2013-08-01
Ptmind,Services,9000000,operating,,,,,1,2010-12-17,2015-08-05,2015-08-05
PTP Funding,,200000,operating,GBR,H9,London,London,1,2015-04-20,2015-08-01,2015-08-01
PTS Consulting,Consulting,13182687,operating,GBR,H9,London,London,1,1983-01-01,2013-10-08,2013-10-08
PTS Physicians,Health Care|Hospitals,1500000,operating,USA,OH,Cleveland,Brecksville,1,2006-01-01,2014-07-01,2014-07-01
PubGame,Games,-,operating,TWN,,,,1,2011-01-01,2013-07-01,2013-07-01
PublishDrive,Big Data|Big Data Analytics|Digital Media|EBooks|Publishing|SaaS,-,operating,HUN,5,Budapest,Budapest,1,2014-09-15,2015-05-01,2015-05-01
Publer,Business Services|Networking|Social Media|Social Network Media,180000,closed,UKR,13,Kiev,Kiev,2,,2013-06-01,2014-01-16
Publet,B2B|Content|Lead Generation,62000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-03-01,2015-01-20,2015-01-20
PubliAtis,Enterprise Software,1392000,operating,FRA,A8,Paris,Paris,1,2006-03-01,2009-06-18,2009-06-18
Public Bankers,Finance|Venture Capital,20000,operating,USA,CA,SF Bay Area,San Jose,1,2015-01-30,2014-04-30,2014-04-30
Public Good Software,Communities|Crowdfunding|Data Integration|Nonprofits|Social Fundraising|Software,1925000,operating,USA,IL,Chicago,Chicago,2,2013-05-01,2014-04-10,2015-01-28
Public Insight Corporation,Analytics,620000,operating,USA,OH,Akron - Canton,Hudson,2,2012-01-01,2013-04-08,2014-09-25
Public Media Works,Curated Web,2099590,closed,USA,CA,SF Bay Area,Sausalito,2,,2011-05-17,2011-06-13
Public Mobile,Mobile,48303584,operating,CAN,ON,Toronto,Toronto,1,2008-01-01,2009-08-31,2009-08-31
Public Post,,-,closed,,,,,1,,2008-08-14,2008-08-14
PRX,News,3700000,operating,USA,MA,Boston,Cambridge,2,2003-01-01,2010-09-08,2015-05-12
Public Solution,Games,639000,operating,DEU,13,Dresden,Dresden,2,2005-01-01,2006-07-10,2008-10-31
Public Verification,Technology,-,operating,USA,OR,Eugene,Redmond,1,1997-01-01,2013-01-08,2013-01-08
Publicate,Content|Content Creators|Content Delivery|Curated Web|Email Marketing|Internet Marketing|Lead Generation|Lead Management,194530,operating,GBR,H9,London,London,1,2014-11-14,2011-09-01,2011-09-01
Publicfast,Analytics|Brand Marketing|Social Media,300000,operating,UKR,13,Kiev,Kiev,1,2013-12-01,2013-12-13,2013-12-13
PublicStuff,Curated Web,6552136,acquired,USA,NY,New York City,New York,3,2009-01-01,2011-06-06,2012-10-09
Publictivity,Collaboration|Enterprise 2.0|Networking|Software|Web Development,-,operating,USA,CA,SF Bay Area,Palo Alto,1,2006-06-01,2008-01-01,2008-01-01
PublicVine,Application Platforms|Audio|Marketplaces|Mobile|PaaS|Video,5600000,operating,USA,AL,Huntsville,Florence,1,2009-01-01,2014-04-24,2014-04-24
Publification Ltd,Enterprise Software|Publishing|Web Development,170000,operating,GBR,N4,Newcastle Under Lyme,Newcastle Under Lyme,2,2011-03-11,2011-06-30,2011-12-26
PublikDemand,Consumers|Curated Web|Enterprises|Lead Generation,-,closed,USA,TX,Austin,Cedar Park,1,2012-02-01,2012-02-09,2012-02-09
Publimind,Automotive,-,operating,DEU,1,DEU - Other,Wangen Im Allgäu,1,,2009-09-01,2009-09-01
Publish2,News,2750000,operating,USA,PA,Philadelphia,Lansdowne,1,2007-01-01,2008-03-01,2008-03-01
Publisha,Apps|Blogging Platforms|Curated Web|Email Newsletters|Facebook Applications|iPad|iPhone|News|Publishing|SaaS,405955,operating,GBR,H9,London,London,2,2009-09-01,2009-09-01,2010-09-16
PublishThis,Content|Content Discovery|Curated Web|Email Marketing|Sales and Marketing|Social Media|Software,7738628,operating,USA,CA,Los Angeles,Sherman Oaks,2,2008-01-01,2011-01-01,2011-12-01
Publons,Education,-,operating,NZL,G2,Wellington,Wellington,1,,2013-07-01,2013-07-01
PubMatic,Advertising|Marketing Automation,63000000,operating,USA,CA,SF Bay Area,Redwood City,6,2006-09-01,2008-01-01,2015-06-19
PubNative,Advertising|Mobile,-,operating,DEU,16,Berlin,Berlin,1,,2014-07-09,2014-07-09
PubNub,Apps|Cloud Computing|Developer APIs|Mobile|Real Time|Software|Web Development,60100000,operating,USA,CA,SF Bay Area,San Francisco,4,2010-08-01,2012-03-21,2015-09-21
Pubster,Apps|Craft Beer|Local|Loyalty Programs|Mobile,-,operating,ITA,7,Rome,Rome,1,2012-03-05,2013-09-01,2013-09-01
Pudding Media,Advertising,14500000,operating,USA,CA,SF Bay Area,San Francisco,3,2006-01-01,2007-05-18,2009-07-20
Puddle,Advertising|E-Commerce|Social Commerce|Social Media Platforms,-,operating,USA,CA,SF Bay Area,San Francisco,1,2012-11-01,2013-11-01,2013-11-01
Puentes Company,Curated Web,100000,closed,USA,FL,Miami,Coral Gables,1,2012-01-01,2013-01-31,2013-01-31
Puerto Finanzas,Big Data|Blogging Platforms|Finance|Social Network Media,35000,operating,ARG,7,Buenos Aires,Buenos Aires,1,2012-08-01,2014-02-01,2014-02-01
Pufetto,,-,operating,,,,,1,2012-01-01,2013-10-01,2013-10-01
Pufferfish,News,630000,operating,GBR,U8,Edinburgh,Edinburgh,1,2004-01-01,2009-02-23,2009-02-23
Pug Pharm,Communities|Gamification|Loyalty Programs|Software|User Experience Design,1000000,operating,CAN,BC,Vancouver,Vancouver,1,2008-10-29,2012-11-01,2012-11-01
Puget Sound Energy,Utilities,3800000,operating,USA,WA,Seattle,Bellevue,1,,2014-07-08,2014-07-08
Puick,Computers|Hardware|Technology,85870.0785711219,closed,,,,,1,2015-01-01,2015-01-01,2015-01-01
Pulian Software,Software,500000,operating,CHN,25,Jinan,Jinan,1,2001-01-01,2001-09-01,2001-09-01
Pull,Distribution|Messaging|Private Social Networking,40000,operating,,,,,1,,2014-06-02,2014-06-02
Pulmatrix,Biotechnology,83900000,operating,USA,MA,Boston,Lexington,6,2003-01-01,2009-03-11,2015-06-16
Pulmocide,Health Care,27541217.3218056,operating,GBR,H9,London,London,1,2013-01-01,2013-11-26,2013-11-26
Pulmokine,Bio-Pharm|Biotechnology|Pharmaceuticals,1000000,operating,USA,NY,"Albany, New York",Rensselaer,1,,2015-03-03,2015-03-03
Pulmologix,Health and Wellness|Health Care,12388268,operating,,,,,1,,2014-09-18,2014-09-18
PulmOne,Health and Wellness|Health Care|Medical Devices,500000,operating,ISR,2,ISR - Other,Ra'ananna,1,2006-01-01,2013-05-24,2013-05-24
Pulmonx,Biotechnology,93500000,operating,USA,CA,SF Bay Area,Redwood City,5,,2007-05-07,2014-09-17
Pulmorphix,Pharmaceuticals,209059,operating,GBR,H8,Liverpool,Liverpool,1,2013-01-01,2014-03-01,2014-03-01
Pulpo Media,Advertising|Media,-,acquired,USA,CA,SF Bay Area,Berkeley,2,2008-10-01,2009-03-01,2009-11-01
PulpWorks,Consumers|Retail,-,operating,USA,CA,SF Bay Area,San Rafael,1,2011-08-01,2012-10-31,2012-10-31
Pulsant,Data Centers|Information Technology|Location Based Services|Web Hosting,25733401,acquired,GBR,K7,London,Reading,1,,2014-07-03,2014-07-03
Pulsar,Advertising,2300000,operating,USA,NY,New York City,New York,1,,2014-06-18,2014-06-18
Pulsar,,945084.628282818,closed,,,,,1,,2015-05-31,2015-05-31
Pulsar Vascular,Hardware + Software,1424243,operating,USA,CA,SF Bay Area,San Jose,1,2005-01-01,2010-04-12,2010-04-12
Pulsate,Advertising|Internet Marketing|Software,1200000,operating,IRL,7,Dublin,Dublin,1,2013-07-07,2015-01-28,2015-01-28
Pulse,iPhone|News,9800000,acquired,USA,CA,SF Bay Area,San Francisco,2,2010-05-01,2010-10-06,2011-06-16
Pulse,,-,operating,,,,,1,2015-02-18,2015-03-16,2015-03-16
Pulse 8,Analytics|Data Integration|Security,1135000,operating,USA,MD,Baltimore,Annapolis,2,,2013-12-30,2014-08-06
Pulse Aerospace,Aerospace|Security|Unmanned Air Systems,21223400,operating,USA,KS,Kansas City,Lawrence,1,,2015-01-06,2015-01-06
Pulse Beverage,,3500000,operating,USA,CO,Colorado Springs,Colorado Springs,1,2012-01-01,2015-11-10,2015-11-10
Pulse Electronics,Hardware + Software,121044236,acquired,USA,CA,San Diego,San Diego,3,1947-01-01,2012-11-20,2014-03-05
Pulse Entertainment,3D|Entertainment|Messaging,5800000,acquired,USA,CA,SF Bay Area,San Francisco,1,1994-01-01,2007-03-22,2007-03-22
Pulse.io,Apps|Mobile,1750000,operating,USA,CA,SF Bay Area,Mountain View,2,,2012-07-01,2013-11-01
Pulse-LINK's,Technology,30000000,operating,USA,CA,San Diego,San Diego,1,,2004-04-27,2004-04-27
Pulse Technologies,Hardware + Software,-,closed,ARE,3,Dubai,Dubai,1,,2009-02-18,2009-02-18
Pulse Therapeutics,Health Care,6050000,operating,USA,MO,St. Louis,St Louis,3,,2011-04-06,2014-03-05
Pulselocker,Cloud-Based Music|Cloud Security|Digital Entertainment|Entertainment|Music Services|Technology,1500000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-11-01,2012-03-23,2013-03-11
PulseOn,Consumer Electronics|Software,2623873,operating,FIN,13,Helsinki,Espoo,2,2012-11-01,2013-10-29,2014-08-13
PulseSocks,E-Commerce,40000,operating,USA,IL,Chicago,Chicago,1,2011-03-01,2011-12-06,2011-12-06
Pulzze,,-,operating,,,,,1,,2015-01-01,2015-01-01
"Pulzze Systems, Inc",Data Integration|Hardware + Software|Infrastructure|Internet of Things,150000,operating,USA,CA,SF Bay Area,Santa Clara,1,2014-10-17,2015-01-01,2015-01-01
Puma Biotechnology,Biotechnology,417300249,ipo,USA,CA,Los Angeles,Los Angeles,3,,2011-10-12,2015-01-27
Pumant,Android|Design|Facebook Applications|Outsourcing|Software,1200000,closed,GBR,A7,Birmingham,Birmingham,1,2005-08-11,2005-01-01,2005-01-01
Pumodo,Mobile,173121,closed,DNK,17,Copenhagen,Copenhagen,1,2012-03-01,2013-04-01,2013-04-01
Pump Aid,Infrastructure|Social Entrepreneurship|Water,-,operating,GBR,H9,London,London,1,1996-01-01,2008-01-01,2008-01-01
Pump Engineering,Energy|Innovation Engineering|Services,1300000,acquired,USA,MI,MI - Other,New Boston,1,,2008-12-01,2008-12-01
Pump Audio,Artists Globally|Music,2500000,acquired,,,,,1,2001-01-01,2007-06-01,2007-06-01
Pumpic,Apps|Utilities,500000,operating,USA,KS,Kansas City,Overland Park,1,2014-01-01,2014-12-01,2014-12-01
PumpUp,Apps|Fitness|Health and Wellness|Mobile|Mobile Social|Social Network Media,2640044,operating,CAN,ON,Toronto,Toronto,3,2012-05-01,2013-02-01,2014-07-25
PUNC,Health and Wellness,-,closed,,,,,1,,2013-02-15,2013-02-15
Punch!,Apps|Entertainment|iPad|Media|Mobile|Tablets,2200000,operating,USA,NY,New York City,New York,1,2011-06-01,2011-06-01,2011-06-01
Punch Bowl Social,Hospitality|Restaurants|Specialty Foods,1750000,operating,USA,CO,Denver,Denver,1,2012-01-01,2014-04-17,2014-04-17
Punch Entertainment,Chat|Games|Messaging|Social Games|Virtual Worlds,2932278,closed,USA,CA,SF Bay Area,Palo Alto,2,2005-05-10,2006-02-27,2009-04-25
Punch Through Design,Consumer Electronics,255000,operating,USA,CA,SF Bay Area,San Francisco,1,2009-05-01,2014-06-12,2014-06-12
Punchey,Advertising,1700000,operating,USA,MA,Boston,Boston,1,2011-01-01,2012-08-17,2012-08-17
Punchh,Big Data|Cloud Computing|CRM|Incentives|Internet Marketing|Local|Loyalty Programs|Mobile|SaaS|Sales and Marketing|Social Media,4000000,operating,USA,CA,SF Bay Area,Sunnyvale,2,2010-01-01,2012-04-17,2013-08-15
Punctil,Fitness|Health and Wellness,20000,operating,USA,CA,SF Bay Area,Saratoga,1,2013-01-01,2014-08-05,2014-08-05
Pundit,Apps|Audio|Media|Podcast|Social Media,120000,operating,USA,NY,New York City,New York,1,2015-01-01,2015-07-06,2015-07-06
Pundit Arena,Games|Sports,135905,operating,IRL,4,Cork,Cork,1,2013-11-01,2013-12-01,2013-12-01
Semantic Web Company,Big Data Analytics|Data Integration|Enterprise Search|Semantic Search|Semantic Web|Software|Text Analytics,-,operating,AUT,9,Vienna,Vienna,1,2004-01-01,2014-01-31,2014-01-31
Punt Club,Gambling|Games|Sports|Travel,223214,operating,AUS,5,AUS - Other,Norwood,1,2011-08-01,2013-12-16,2013-12-16
PuntoCome,Internet|Services|Specialty Foods,52584,closed,PER,15,Lima,Lima,1,,2011-11-01,2011-11-01
PupMunch,Internet of Things|Pets,65687.1975651945,closed,FRA,A8,Paris,Paris,1,2014-05-15,2014-09-03,2014-09-03
Puppet Labs,Automotive|Information Technology|Infrastructure|Services|Software,85500000,operating,USA,OR,"Portland, Oregon",Portland,5,2005-01-01,2009-06-23,2014-06-19
PupPod Inc.,Computers|Design|Innovation Management,20000,closed,,,,,1,2015-01-01,2015-08-21,2015-08-21
Pura Naturals,,-,operating,USA,CA,Anaheim,Lake Forest,1,2013-11-01,2014-02-05,2014-02-05
Puralytics,Clean Technology,5100000,operating,USA,OR,"Portland, Oregon",Beaverton,2,2007-01-01,2013-10-18,2014-10-09
Purcell Systems,Design|Electronics|Manufacturing|Service Providers|Telecommunications,25000000,acquired,USA,WA,Spokane,Spokane,2,,2007-05-04,2007-07-10
Purdue Research Foundation,Nonprofits,150000,operating,USA,IN,Indianapolis,West Lafayette,1,1930-01-01,2013-12-23,2013-12-23
Purdue University,Education,2300000,operating,USA,IN,Indianapolis,West Lafayette,1,1869-05-06,2014-09-30,2014-09-30
Purdy Ave,Brand Marketing|Communities|Lifestyle,-,operating,USA,FL,Miami,Miami Beach,1,2014-01-01,2014-01-01,2014-01-01
Pure Barre,Entrepreneur|Fitness|Health and Wellness,-,operating,USA,SC,Greenville - Spartanburg,Spartanburg,1,,2015-05-01,2015-05-01
"Pure Chat, Inc.",Chat|E-Commerce|Small and Medium Businesses,1500000,operating,USA,AZ,Phoenix,Scottsdale,1,2012-10-01,2015-04-30,2015-04-30
Pure Elegance TV,Services|Telecommunications|Television,100000,operating,USA,NV,Reno - Sparks,Reno,1,2010-01-01,2010-09-10,2010-09-10
Pure Energy Group,Clean Technology|Energy|Waste Management,-,operating,USA,UT,Salt Lake City,Park City,1,2012-08-25,2015-03-25,2015-03-25
Pure Energy Solutions,Hardware + Software,14766689,operating,USA,CO,Denver,Boulder,2,2005-01-01,2009-02-19,2010-05-05
Pure Fix Cycles,Transportation,1600000,operating,USA,CA,Los Angeles,Burbank,2,,2012-01-01,2015-04-03
PURE H20 BIO TECHNOLOGIES,Clean Technology|Water|Water Purification,129000,operating,USA,FL,Palm Beaches,Boynton Beach,1,,2009-02-19,2009-02-19
Pure Home,E-Commerce|Home Decor|Internet|Retail,-,operating,USA,WA,Seattle,Seattle,2,2011-01-01,2010-10-01,2014-03-01
Pure Klimaschutz,Clean Technology,1250000,closed,CHE,25,Zurich,Zürich,1,,2009-12-16,2009-12-16
Pure Networks,Web Hosting,19500000,acquired,USA,WA,Seattle,Seattle,3,2002-01-01,2004-05-13,2006-01-11
Pure Nootropics,Health and Wellness,10000,operating,USA,NM,Albuquerque,Albuquerque,1,2013-09-01,2013-09-01,2013-09-01
Pure Software,Software,195000,operating,USA,CO,Denver,Denver,1,,2012-07-05,2012-07-05
